Nama_Negara,Wilayah,Jenis_Tanaman,year,Suhu_Rata_Rata_C,is_predicted
Argentina,Northeast,Corn,2024,12.105,False
Argentina,Northeast,Cotton,1990,27.75,False
Argentina,Northeast,Cotton,1991,-3.32,False
Argentina,Northeast,Cotton,1992,-4.279867308312754,True
Argentina,Northeast,Cotton,1993,10.825,False
Argentina,Northeast,Cotton,1994,0.726589848485029,True
Argentina,Northeast,Cotton,1995,2.2381811243166254,True
Argentina,Northeast,Cotton,1996,1.3369232837113705,True
Argentina,Northeast,Cotton,1997,1.485011896782428,True
Argentina,Northeast,Cotton,1998,1.7000620693783937,True
Argentina,Northeast,Cotton,1999,1.262596378533042,True
Argentina,Northeast,Cotton,2000,2.0541990882076573,True
Argentina,Northeast,Cotton,2001,20.68,False
Argentina,Northeast,Cotton,2002,5.570524150087429,True
Argentina,Northeast,Cotton,2003,28.71,False
Argentina,Northeast,Cotton,2004,11.94,False
Argentina,Northeast,Cotton,2005,28.99,False
Argentina,Northeast,Cotton,2006,19.59695617990156,True
Argentina,Northeast,Cotton,2007,25.09594435301474,True
Argentina,Northeast,Cotton,2008,22.737149214473455,True
Argentina,Northeast,Cotton,2009,29.427987433410095,True
Argentina,Northeast,Cotton,2010,29.544527700772676,True
Argentina,Northeast,Cotton,2011,33.09,False
Argentina,Northeast,Fruits,1990,20.46,False
Argentina,Northeast,Fruits,1991,29.95,False
Argentina,Northeast,Fruits,1992,28.825,False
Argentina,Northeast,Fruits,1993,32.8968821895423,True
Argentina,Northeast,Fruits,1994,24.02,False
Argentina,Northeast,Fruits,1995,25.327994467650942,True
Argentina,Northeast,Fruits,1996,32.1,False
Argentina,Northeast,Fruits,1997,18.456666666666667,False
Argentina,Northeast,Fruits,1998,21.22,False
Argentina,Northeast,Fruits,1999,20.884999999999998,False
Argentina,Northeast,Fruits,2000,21.076735130242994,True
Argentina,Northeast,Fruits,2001,12.92,False
Argentina,Northeast,Fruits,2002,16.975103058434797,True
Argentina,Northeast,Fruits,2003,23.27,False
Argentina,Northeast,Fruits,2004,15.029773307880298,True
Argentina,Northeast,Fruits,2005,14.350487096576838,True
Argentina,Northeast,Fruits,2006,15.399240742205706,True
Argentina,Northeast,Fruits,2007,29.19,False
Argentina,Northeast,Fruits,2008,14.291809796054157,True
Argentina,Northeast,Fruits,2009,13.73279834962398,True
Argentina,Northeast,Fruits,2010,17.76,False
Argentina,Northeast,Fruits,2011,18.03,False
Argentina,Northeast,Fruits,2012,12.90117031111347,True
Argentina,Northeast,Fruits,2013,13.052248294518048,True
Argentina,Northeast,Fruits,2014,15.966369254023302,True
Argentina,Northeast,Fruits,2015,13.856465920521975,True
Argentina,Northeast,Fruits,2016,3.31,False
Argentina,Northeast,Fruits,2017,5.07,False
Argentina,Northeast,Fruits,2018,12.21838395018445,True
Argentina,Northeast,Fruits,2019,9.87349669447837,True
Argentina,Northeast,Fruits,2020,34.92,False
Argentina,Northeast,Fruits,2021,-3.43,False
Argentina,Northeast,Fruits,2022,14.42940210894833,True
Argentina,Northeast,Fruits,2023,7.994542434550457,True
Argentina,Northeast,Fruits,2024,5.5,False
Argentina,Northeast,Rice,1990,26.7,False
Argentina,Northeast,Rice,1991,16.95,False
Argentina,Northeast,Rice,1992,15.62163553840846,True
Argentina,Northeast,Rice,1993,14.218020212999573,True
Argentina,Northeast,Rice,1994,12.831603168461594,True
Argentina,Northeast,Rice,1995,11.073093748855946,True
Argentina,Northeast,Rice,1996,29.24,False
Argentina,Northeast,Rice,1997,10.68,False
Argentina,Northeast,Rice,1998,12.882384822234817,True
Argentina,Northeast,Rice,1999,18.88,False
Argentina,Northeast,Rice,2000,17.35264093146011,True
Argentina,Northeast,Rice,2001,-3.61,False
Argentina,Northeast,Rice,2002,10.501732422119602,True
Argentina,Northeast,Rice,2003,9.540591521724924,True
Argentina,Northeast,Rice,2004,8.867186062401494,True
Argentina,Northeast,Rice,2005,4.473661857047272,True
Argentina,Northeast,Rice,2006,13.69,False
Argentina,Northeast,Rice,2007,3.9848961316765243,True
Argentina,Northeast,Rice,2008,5.4,False
Argentina,Northeast,Rice,2009,13.36,False
Argentina,Northeast,Rice,2010,6.8962319985125085,True
Argentina,Northeast,Rice,2011,2.1688086524985937,True
Argentina,Northeast,Rice,2012,6.43,False
Argentina,Northeast,Rice,2013,5.833400867650456,True
Argentina,Northeast,Rice,2014,12.805000000000001,False
Argentina,Northeast,Rice,2015,4.112359131944363,True
Argentina,Northeast,Rice,2016,5.462063607599218,True
Argentina,Northeast,Rice,2017,21.3,False
Argentina,Northeast,Rice,2018,4.924784153415578,True
Argentina,Northeast,Rice,2019,-0.865,False
Argentina,Northeast,Rice,2020,7.547541286974387,True
Argentina,Northeast,Rice,2021,6.162498364352163,True
Argentina,Northeast,Rice,2022,3.9035274421446324,True
Argentina,Northeast,Rice,2023,-3.01,False
Argentina,Northeast,Soybeans,1991,20.994999999999997,False
Argentina,Northeast,Soybeans,1992,-2.46,False
Argentina,Northeast,Soybeans,1993,-2.6394071063214097,True
Argentina,Northeast,Soybeans,1994,-1.8696499673255058,True
Argentina,Northeast,Soybeans,1995,-1.5556197361711184,True
Argentina,Northeast,Soybeans,1996,16.54,False
Argentina,Northeast,Soybeans,1997,5.1961379656099975,True
Argentina,Northeast,Soybeans,1998,2.0448130522872296,True
Argentina,Northeast,Soybeans,1999,2.2439976038490403,True
Argentina,Northeast,Soybeans,2000,1.9078482413374633,True
Argentina,Northeast,Soybeans,2001,2.0275667105940434,True
Argentina,Northeast,Soybeans,2002,2.124948227530503,True
Argentina,Northeast,Soybeans,2003,5.67,False
Argentina,Northeast,Soybeans,2004,3.7939954352717224,True
Argentina,Northeast,Soybeans,2005,4.504730331955903,True
Argentina,Northeast,Soybeans,2006,9.525,False
Argentina,Northeast,Soybeans,2007,6.074312356036925,True
Argentina,Northeast,Soybeans,2008,5.058033226412312,True
Argentina,Northeast,Soybeans,2009,6.17837798080821,True
Argentina,Northeast,Soybeans,2010,15.39,False
Argentina,Northeast,Soybeans,2011,17.24,False
Argentina,Northeast,Soybeans,2012,12.03,False
Argentina,Northeast,Soybeans,2013,23.995,False
Argentina,Northeast,Soybeans,2014,20.30401789267003,True
Argentina,Northeast,Soybeans,2015,21.36635581882092,True
Argentina,Northeast,Soybeans,2016,0.4650000000000001,False
Argentina,Northeast,Soybeans,2017,16.46449579519077,True
Argentina,Northeast,Soybeans,2018,18.441272182161686,True
Argentina,Northeast,Soybeans,2019,22.14563561857779,True
Argentina,Northeast,Soybeans,2020,23.262667981721595,True
Argentina,Northeast,Soybeans,2021,28.299818834670617,True
Argentina,Northeast,Soybeans,2022,30.22406537505643,True
Argentina,Northeast,Soybeans,2023,31.88,False
Argentina,Northeast,Sugarcane,1990,15.02,False
Argentina,Northeast,Sugarcane,1991,-4.81,False
Argentina,Northeast,Sugarcane,1992,-4.61154971322433,True
Argentina,Northeast,Sugarcane,1993,-4.598453406548818,True
Argentina,Northeast,Sugarcane,1994,-4.004061432695945,True
Argentina,Northeast,Sugarcane,1995,-4.056354590196494,True
Argentina,Northeast,Sugarcane,1996,31.43,False
Argentina,Northeast,Sugarcane,1997,10.613040998987433,True
Argentina,Northeast,Sugarcane,1998,4.226276448455538,True
Argentina,Northeast,Sugarcane,1999,2.90823383373496,True
Argentina,Northeast,Sugarcane,2000,3.1696653350617017,True
Argentina,Northeast,Sugarcane,2001,2.899553488906942,True
Argentina,Northeast,Sugarcane,2002,3.933506723144063,True
Argentina,Northeast,Sugarcane,2003,2.24,False
Argentina,Northeast,Sugarcane,2004,5.009300157949219,True
Argentina,Northeast,Sugarcane,2005,17.89,False
Argentina,Northeast,Sugarcane,2006,20.998429342185634,True
Argentina,Northeast,Sugarcane,2007,16.8,False
Argentina,Northeast,Sugarcane,2008,12.955229543816445,True
Argentina,Northeast,Sugarcane,2009,12.125954639782716,True
Argentina,Northeast,Sugarcane,2010,8.21,False
Argentina,Northeast,Sugarcane,2011,11.727292466276154,True
Argentina,Northeast,Sugarcane,2012,30.805,False
Argentina,Northeast,Sugarcane,2013,26.932504272404984,True
Argentina,Northeast,Sugarcane,2014,19.46,False
Argentina,Northeast,Sugarcane,2015,15.1,False
Argentina,Northeast,Sugarcane,2016,23.1262970428703,True
Argentina,Northeast,Sugarcane,2017,26.309363425534265,True
Argentina,Northeast,Sugarcane,2018,29.575651664611716,True
Argentina,Northeast,Sugarcane,2019,-3.7,False
Argentina,Northeast,Sugarcane,2020,16.294821034777897,True
Argentina,Northeast,Sugarcane,2021,7.32,False
Argentina,Northeast,Sugarcane,2022,18.59,False
Argentina,Northeast,Sugarcane,2023,3.75,False
Argentina,Northeast,Sugarcane,2024,26.76,False
Argentina,Northeast,Vegetables,1990,6.79,False
Argentina,Northeast,Vegetables,1991,-0.635,False
Argentina,Northeast,Vegetables,1992,-0.8640595144436856,True
Argentina,Northeast,Vegetables,1993,-0.16316292170489965,True
Argentina,Northeast,Vegetables,1994,-0.14681333335169575,True
Argentina,Northeast,Vegetables,1995,-1.3786753419767073,True
Argentina,Northeast,Vegetables,1996,-0.4568133957857347,True
Argentina,Northeast,Vegetables,1997,-0.9836162001999205,True
Argentina,Northeast,Vegetables,1998,-0.6599526583442424,True
Argentina,Northeast,Vegetables,1999,16.763333333333332,False
Argentina,Northeast,Vegetables,2000,8.24,False
Argentina,Northeast,Vegetables,2001,26.11,False
Argentina,Northeast,Vegetables,2002,24.63,False
Argentina,Northeast,Vegetables,2003,21.794186089651888,True
Argentina,Northeast,Vegetables,2004,8.31,False
Argentina,Northeast,Vegetables,2005,9.72,False
Argentina,Northeast,Vegetables,2006,11.881319225880102,True
Argentina,Northeast,Vegetables,2007,12.35,False
Argentina,Northeast,Vegetables,2008,8.83,False
Argentina,Northeast,Vegetables,2009,15.62,False
Argentina,Northeast,Vegetables,2010,10.84,False
Argentina,Northeast,Vegetables,2011,21.60287263163777,True
Argentina,Northeast,Vegetables,2012,26.71,False
Argentina,Northeast,Vegetables,2013,27.906336550505184,True
Argentina,Northeast,Vegetables,2014,25.373436947244727,True
Argentina,Northeast,Vegetables,2015,25.939666942667454,True
Argentina,Northeast,Vegetables,2016,34.61,False
Argentina,Northeast,Vegetables,2017,4.94,False
Argentina,Northeast,Vegetables,2018,19.38852646106787,True
Argentina,Northeast,Vegetables,2019,21.505445635539846,True
Argentina,Northeast,Vegetables,2020,29.715,False
Argentina,Northeast,Vegetables,2021,31.20693250772968,True
Argentina,Northeast,Vegetables,2022,19.39,False
Argentina,Northeast,Wheat,1993,23.53,False
Argentina,Northeast,Wheat,1994,23.53,True
Argentina,Northeast,Wheat,1995,23.532516161471307,True
Argentina,Northeast,Wheat,1996,23.53451915860398,True
Argentina,Northeast,Wheat,1997,23.537396178200723,True
Argentina,Northeast,Wheat,1998,23.541341711767995,True
Argentina,Northeast,Wheat,1999,23.543544452433046,True
Argentina,Northeast,Wheat,2000,23.546339360953727,True
Argentina,Northeast,Wheat,2001,20.47,False
Argentina,Northeast,Wheat,2002,20.317476962372908,True
Argentina,Northeast,Wheat,2003,26.6,False
Argentina,Northeast,Wheat,2004,26.938520444965874,True
Argentina,Northeast,Wheat,2005,27.063723768255066,True
Argentina,Northeast,Wheat,2006,27.314239548829296,True
Argentina,Northeast,Wheat,2007,27.75101934691805,True
Argentina,Northeast,Wheat,2008,28.23867098380076,True
Argentina,Northeast,Wheat,2009,14.790000000000001,False
Argentina,Northeast,Wheat,2010,23.11743540395671,True
Argentina,Northeast,Wheat,2011,25.301633140357747,True
Argentina,Northeast,Wheat,2012,24.06,False
Argentina,Northeast,Wheat,2013,21.7525,False
Argentina,Northeast,Wheat,2014,26.111145699097023,True
Argentina,Northeast,Wheat,2015,26.6,False
Argentina,Northeast,Wheat,2016,28.19,False
Argentina,Northeast,Wheat,2017,24.813440002156177,True
Argentina,Northeast,Wheat,2018,25.174235669667034,True
Argentina,Northeast,Wheat,2019,24.083976421811546,True
Argentina,Northeast,Wheat,2020,25.353978734066285,True
Argentina,Northeast,Wheat,2021,25.39562174684536,True
Argentina,Northeast,Wheat,2022,7.71,False
Argentina,Northeast,Wheat,2023,10.55,False
Argentina,Northwest,Barley,1991,23.06,False
Argentina,Northwest,Barley,1992,23.06,True
Argentina,Northwest,Barley,1993,26.73,False
Argentina,Northwest,Barley,1994,28.475951843223722,True
Argentina,Northwest,Barley,1995,30.384300530122555,True
Argentina,Northwest,Barley,1996,23.2,False
Argentina,Northwest,Barley,1997,23.566575328351455,True
Argentina,Northwest,Barley,1998,23.72185998175658,True
Argentina,Northwest,Barley,1999,23.873186943605777,True
Argentina,Northwest,Barley,2000,24.00540468606796,True
Argentina,Northwest,Barley,2001,24.141362217783026,True
Argentina,Northwest,Barley,2002,24.279010589725168,True
Argentina,Northwest,Barley,2003,24.38171633598568,True
Argentina,Northwest,Barley,2004,24.15082135516007,True
Argentina,Northwest,Barley,2005,23.73121212031426,True
Argentina,Northwest,Barley,2006,23.08914083011893,True
Argentina,Northwest,Barley,2007,23.081561582315697,True
Argentina,Northwest,Barley,2008,23.029325235865088,True
Argentina,Northwest,Barley,2009,22.960463172104408,True
Argentina,Northwest,Barley,2010,22.874897455060214,True
Argentina,Northwest,Barley,2011,30.38,False
Argentina,Northwest,Barley,2012,24.005766805595258,True
Argentina,Northwest,Barley,2013,24.01737570705606,True
Argentina,Northwest,Barley,2014,13.04,False
Argentina,Northwest,Barley,2015,23.008802150678314,True
Argentina,Northwest,Barley,2016,22.803987180372108,True
Argentina,Northwest,Barley,2017,23.3,False
Argentina,Northwest,Barley,2018,19.78,False
Argentina,Northwest,Barley,2019,22.006367495736985,True
Argentina,Northwest,Barley,2020,21.02,False
Argentina,Northwest,Barley,2021,19.42,False
Argentina,Northwest,Barley,2022,19.719919980074053,True
Argentina,Northwest,Barley,2023,21.33,False
Argentina,Northwest,Barley,2024,14.04,False
Argentina,Northwest,Coffee,1990,11.93,False
Argentina,Northwest,Coffee,1991,32.75,False
Argentina,Northwest,Coffee,1992,35.213835745631954,True
Argentina,Northwest,Coffee,1993,39.82840310225016,True
Argentina,Northwest,Coffee,1994,45.352758121296,True
Argentina,Northwest,Coffee,1995,51.362121459840495,True
Argentina,Northwest,Coffee,1996,14.866666666666667,False
Argentina,Northwest,Coffee,1997,21.212819461218142,True
Argentina,Northwest,Coffee,1998,22.62380780432531,True
Argentina,Northwest,Coffee,1999,24.091993469651783,True
Argentina,Northwest,Coffee,2000,25.300075017165835,True
Argentina,Northwest,Coffee,2001,26.48637036638599,True
Argentina,Northwest,Coffee,2002,26.04746738310208,True
Argentina,Northwest,Coffee,2003,25.372342403431883,True
Argentina,Northwest,Coffee,2004,24.24727426491033,True
Argentina,Northwest,Coffee,2005,22.56907564962398,True
Argentina,Northwest,Coffee,2006,10.13,False
Argentina,Northwest,Coffee,2007,17.106782906620467,True
Argentina,Northwest,Coffee,2008,24.01,False
Argentina,Northwest,Coffee,2009,19.357541338460834,True
Argentina,Northwest,Coffee,2010,15.97,False
Argentina,Northwest,Coffee,2011,17.434128139758254,True
Argentina,Northwest,Coffee,2012,16.739436128313915,True
Argentina,Northwest,Coffee,2013,15.898304701293812,True
Argentina,Northwest,Coffee,2014,14.911000786234032,True
Argentina,Northwest,Coffee,2015,27.28,False
Argentina,Northwest,Coffee,2016,20.28,False
Argentina,Northwest,Coffee,2017,16.6,False
Argentina,Northwest,Coffee,2018,15.732944109522354,True
Argentina,Northwest,Coffee,2019,15.304835721132813,True
Argentina,Northwest,Coffee,2020,14.562798353139176,True
Argentina,Northwest,Coffee,2021,-0.67,False
Argentina,Northwest,Corn,1991,0.685,False
Argentina,Northwest,Corn,1992,9.495000000000001,False
Argentina,Northwest,Corn,1993,10.283270456188564,True
Argentina,Northwest,Corn,1994,-4.94,False
Argentina,Northwest,Corn,1995,10.39,False
Argentina,Northwest,Corn,1996,1.7985637371248577,True
Argentina,Northwest,Corn,1997,7.46,False
Argentina,Northwest,Corn,1998,7.367771090856358,True
Argentina,Northwest,Corn,1999,3.12,False
Argentina,Northwest,Corn,2000,4.873895717174281,True
Argentina,Northwest,Corn,2001,5.268216131114761,True
Argentina,Northwest,Corn,2002,5.417390272218547,True
Argentina,Northwest,Corn,2003,27.03,False
Argentina,Northwest,Corn,2004,13.234280432132598,True
Argentina,Northwest,Corn,2005,17.63,False
Argentina,Northwest,Corn,2006,14.83,False
Argentina,Northwest,Corn,2007,17.446199755003228,True
Argentina,Northwest,Corn,2008,9.435,False
Argentina,Northwest,Corn,2009,9.094999999999999,False
Argentina,Northwest,Corn,2010,14.13,False
Argentina,Northwest,Corn,2011,19.933125563404282,True
Argentina,Northwest,Corn,2012,-2.32,False
Argentina,Northwest,Corn,2013,4.11,False
Argentina,Northwest,Corn,2014,16.05,False
Argentina,Northwest,Corn,2015,15.400757904337924,True
Argentina,Northwest,Corn,2016,10.267226510216034,True
Argentina,Northwest,Corn,2017,12.256246499751015,True
Argentina,Northwest,Corn,2018,3.16,False
Argentina,Northwest,Corn,2019,10.22,False
Argentina,Northwest,Corn,2020,9.467130303026579,True
Argentina,Northwest,Corn,2021,18.49,False
Argentina,Northwest,Corn,2022,23.825,False
Argentina,Northwest,Corn,2023,16.431975069420314,True
Argentina,Northwest,Corn,2024,29.39,False
Argentina,Northwest,Cotton,1994,2.48,False
Argentina,Northwest,Cotton,1995,15.455,False
Argentina,Northwest,Cotton,1996,17.74966829754993,True
Argentina,Northwest,Cotton,1997,19.698423929357624,True
Argentina,Northwest,Cotton,1998,22.78072966442323,True
Argentina,Northwest,Cotton,1999,26.413101069798202,True
Argentina,Northwest,Cotton,2000,29.50817822228067,True
Argentina,Northwest,Cotton,2001,32.63902104516827,True
Argentina,Northwest,Cotton,2002,15.31,False
Argentina,Northwest,Cotton,2003,17.11503441689318,True
Argentina,Northwest,Cotton,2004,18.711700960321767,True
Argentina,Northwest,Cotton,2005,20.30021499003084,True
Argentina,Northwest,Cotton,2006,20.779100222334893,True
Argentina,Northwest,Cotton,2007,25.12,False
Argentina,Northwest,Cotton,2008,19.18,False
Argentina,Northwest,Cotton,2009,13.96,False
Argentina,Northwest,Cotton,2010,2.6499999999999995,False
Argentina,Northwest,Cotton,2011,11.479635462841435,True
Argentina,Northwest,Cotton,2012,15.48139072635654,True
Argentina,Northwest,Cotton,2013,5.5,False
Argentina,Northwest,Cotton,2014,12.503841156293198,True
Argentina,Northwest,Cotton,2015,10.153816920382807,True
Argentina,Northwest,Cotton,2016,6.521693576850044,True
Argentina,Northwest,Cotton,2017,13.885,False
Argentina,Northwest,Cotton,2018,23.134999999999998,False
Argentina,Northwest,Cotton,2019,10.019556305754495,True
Argentina,Northwest,Cotton,2020,27.36,False
Argentina,Northwest,Cotton,2021,12.200372211033997,True
Argentina,Northwest,Cotton,2022,-3.57,False
Argentina,Northwest,Cotton,2023,3.32,False
Argentina,Northwest,Cotton,2024,27.27,False
Argentina,Northwest,Fruits,1990,12.89,False
Argentina,Northwest,Fruits,1991,12.89,True
Argentina,Northwest,Fruits,1992,12.888148365395876,True
Argentina,Northwest,Fruits,1993,12.88653146832552,True
Argentina,Northwest,Fruits,1994,12.887702104472151,True
Argentina,Northwest,Fruits,1995,12.886018777227982,True
Argentina,Northwest,Fruits,1996,13.9,False
Argentina,Northwest,Fruits,1997,25.71,False
Argentina,Northwest,Fruits,1998,34.72,False
Argentina,Northwest,Fruits,1999,11.197500000000002,False
Argentina,Northwest,Fruits,2000,16.26,False
Argentina,Northwest,Fruits,2001,16.5898642426968,True
Argentina,Northwest,Fruits,2002,16.968027789782592,True
Argentina,Northwest,Fruits,2003,17.401569415628586,True
Argentina,Northwest,Fruits,2004,9.41,False
Argentina,Northwest,Fruits,2005,14.641358010426174,True
Argentina,Northwest,Fruits,2006,28.24,False
Argentina,Northwest,Fruits,2007,20.13,False
Argentina,Northwest,Fruits,2008,18.337154078573032,True
Argentina,Northwest,Fruits,2009,16.706666666666667,False
Argentina,Northwest,Fruits,2010,10.65,False
Argentina,Northwest,Fruits,2011,14.1,False
Argentina,Northwest,Fruits,2012,14.937436324525793,True
Argentina,Northwest,Fruits,2013,15.86,False
Argentina,Northwest,Fruits,2014,16.903861886082986,True
Argentina,Northwest,Fruits,2015,6.47,False
Argentina,Northwest,Fruits,2016,15.405566911625899,True
Argentina,Northwest,Fruits,2017,15.442266775511989,True
Argentina,Northwest,Fruits,2018,12.824826100543492,True
Argentina,Northwest,Fruits,2019,21.61,False
Argentina,Northwest,Fruits,2020,13.104746190567546,True
Argentina,Northwest,Fruits,2021,13.56156728841795,True
Argentina,Northwest,Fruits,2022,8.07,False
Argentina,Northwest,Fruits,2023,10.783741715468564,True
Argentina,Northwest,Fruits,2024,12.29,False
Argentina,Northwest,Rice,1990,17.81,False
Argentina,Northwest,Rice,1991,17.81,True
Argentina,Northwest,Rice,1992,17.807855803983944,True
Argentina,Northwest,Rice,1993,2.54,False
Argentina,Northwest,Rice,1994,7.807598732308583,True
Argentina,Northwest,Rice,1995,7.765265734029818,True
Argentina,Northwest,Rice,1996,33.67,False
Argentina,Northwest,Rice,1997,26.78520244267819,True
Argentina,Northwest,Rice,1998,25.83618054000857,True
Argentina,Northwest,Rice,1999,17.959999999999997,False
Argentina,Northwest,Rice,2000,17.831777854670722,True
Argentina,Northwest,Rice,2001,4.24,False
Argentina,Northwest,Rice,2002,12.131917296251054,True
Argentina,Northwest,Rice,2003,11.325332794102726,True
Argentina,Northwest,Rice,2004,27.12,False
Argentina,Northwest,Rice,2005,26.43,False
Argentina,Northwest,Rice,2006,21.9674893174829,True
Argentina,Northwest,Rice,2007,19.37,False
Argentina,Northwest,Rice,2008,15.282833907971671,True
Argentina,Northwest,Rice,2009,13.131763414623245,True
Argentina,Northwest,Rice,2010,18.88,False
Argentina,Northwest,Rice,2011,0.89,False
Argentina,Northwest,Rice,2012,16.901462758322282,True
Argentina,Northwest,Rice,2013,17.710334772858438,True
Argentina,Northwest,Rice,2014,19.612404338215637,True
Argentina,Northwest,Rice,2015,18.2925,False
Argentina,Northwest,Rice,2016,13.245000000000001,False
Argentina,Northwest,Rice,2017,27.8,False
Argentina,Northwest,Rice,2018,12.72877390131407,True
Argentina,Northwest,Rice,2019,14.668147474477392,True
Argentina,Northwest,Rice,2020,13.893030527585292,True
Argentina,Northwest,Rice,2021,14.495097138741803,True
Argentina,Northwest,Rice,2022,16.824876075044177,True
Argentina,Northwest,Rice,2023,7.44,False
Argentina,Northwest,Soybeans,1996,31.39,False
Argentina,Northwest,Soybeans,1997,14.746666666666668,False
Argentina,Northwest,Soybeans,1998,14.642437304088212,True
